"team_year_id","year","team","sp_rating","conference","offense_ranking","offense_rating","defense_ranking","defense_rating","expected_wins","total_games","total_wins","total_losses","talent_rating","recruiting_rank","recruiting_points"
"2020TCU",2020,"TCU",1.6,"Big 12",93,24.3,30,22.8,6.2,10,6,4,712.31,28,215.88
"2020Stanford",2020,"Stanford",1.6,"Pac-12",52,30,70,28.4,1.6,6,4,2,801.6,21,238.62
"2020Arkansas",2020,"Arkansas",1.6,"SEC",66,28.5,56,26.7,5.9,10,3,7,719.15,30,212.16
"2020Buffalo",2020,"Buffalo",1.4,"Mid-American",79,27.1,47,25.6,6.1,7,6,1,252.86,130,114.94
"2020Baylor",2020,"Baylor",1.3,"Big 12",86,25.6,36,24.2,2.5,9,2,7,642.13,54,181.12
"2020Virginia",2020,"Virginia",0.9,"ACC",69,28.3,63,27.5,4.3,10,5,5,588.54,48,185.57
"2020Tennessee",2020,"Tennessee",0.9,"SEC",93,24.3,32,23.6,3.3,10,3,7,844.16,10,261.5
"2020Boston College",2020,"Boston College",0.9,"ACC",45,30.7,76,29.7,5.3,11,6,5,602.69,63,170.36
"2020Wake Forest",2020,"Wake Forest",0.8,"ACC",64,28.6,66,27.9,4.7,9,4,5,577.3,60,173.82
"2020Western Michigan",2020,"Western Michigan",0.6,"Mid-American",41,31.6,88,31.2,4.6,6,4,2,382.78,86,153.11
"2020Georgia Southern",2020,"Georgia Southern",0.2,"Sun Belt",77,27.4,59,27.1,10,13,8,5,335.43,98,145.22
"2020San José State",2020,"San José State",0.1,"Mountain West",49,30.4,83,30.4,5.4,8,7,1,397.99,114,137.42
"2020NC State",2020,"NC State",0,"ACC",54,29.8,80,30,6.2,12,8,4,680.31,41,194.78
"2020Maryland",2020,"Maryland",-0.1,"Big Ten",73,27.8,67,28,2.3,5,2,3,646.29,31,209.67
"2020Florida Atlantic",2020,"Florida Atlantic",-0.3,"Conference USA",105,23.2,33,23.7,4.5,9,5,4,488.99,73,162.51
"2020Colorado",2020,"Colorado",-0.4,"Pac-12",51,30.1,83,30.4,4.1,6,4,2,630.39,36,203.17
"2020Oregon State",2020,"Oregon State",-0.7,"Pac-12",58,29.4,80,30,2.1,7,2,5,616.25,53,182.12
"2020Missouri",2020,"Missouri",-1,"SEC",103,23.4,39,24.6,3.9,10,5,5,627.24,50,182.85
"2020Georgia Tech",2020,"Georgia Tech",-1,"ACC",78,27.2,65,27.8,4.2,10,3,7,684.42,26,222.73
"2020UCLA",2020,"UCLA",-1.1,"Pac-12",47,30.6,92,31.7,5.3,7,3,4,660.71,32,208.42
"2020Mississippi State",2020,"Mississippi State",-1.4,"SEC",88,25.4,58,26.9,2.5,11,4,7,739.3,27,220.24
"2020Central Michigan",2020,"Central Michigan",-1.8,"Mid-American",86,25.6,62,27.4,2.7,6,3,3,350.35,123,130.86
"2020Michigan State",2020,"Michigan State",-2.4,"Big Ten",119,18.3,21,20.6,2.6,7,2,5,673.43,43,193.32
"2020South Carolina",2020,"South Carolina",-2.4,"SEC",75,27.5,76,29.7,2.7,10,2,8,771.64,18,250.12
"2020Wyoming",2020,"Wyoming",-2.5,"Mountain West",107,22.4,41,24.9,3.1,6,2,4,352.91,113,138.13
"2020Western Kentucky",2020,"Western Kentucky",-3.2,"Conference USA",117,18.9,27,22.3,4.5,12,5,7,447.91,80,157.37
"2020Ohio",2020,"Ohio",-3.2,"Mid-American",53,29.9,96,33,1.9,3,2,1,304.79,129,116.96
"2020Arizona",2020,"Arizona",-3.5,"Pac-12",37,32.8,116,36.4,0.5,5,0,5,526.23,62,170.89
"2020Toledo",2020,"Toledo",-3.6,"Mid-American",56,29.5,96,33,4,6,4,2,391.54,69,164.2
"2020Texas Tech",2020,"Texas Tech",-4.2,"Big 12",67,28.4,94,32.3,3.7,10,4,6,619.6,49,183.17
"2020Duke",2020,"Duke",-4.2,"ACC",111,21.4,45,25.5,2.2,11,2,9,617.12,61,171.72
"2020Florida State",2020,"Florida State",-4.9,"ACC",82,26.4,89,31.3,3.2,9,3,6,832.59,22,238.41
"2020Illinois",2020,"Illinois",-5.4,"Big Ten",100,23.9,73,29.4,2.3,8,2,6,644.09,87,152.9
"2020Fresno State",2020,"Fresno State",-5.5,"Mountain West",60,29.3,109,34.8,3.4,6,3,3,440.1,121,131.51
"2020Air Force",2020,"Air Force",-5.6,"Mountain West",98,24.1,78,29.8,4.7,6,3,3,71.92,107,142.11
"2020Georgia State",2020,"Georgia State",-5.7,"Sun Belt",63,28.7,106,34.2,6.1,10,6,4,333.22,110,140.52
"2020Colorado State",2020,"Colorado State",-6.5,"Mountain West",96,24.2,85,30.5,0.9,4,1,3,446.94,102,142.8
"2020Arkansas State",2020,"Arkansas State",-6.5,"Sun Belt",42,31.1,122,37.2,4.7,11,4,7,389.49,92,148.75
"2020Charlotte",2020,"Charlotte",-6.6,"Conference USA",58,29.4,113,35.8,2.2,6,2,4,462.29,88,152.55
"2020Ball State",2020,"Ball State",-6.7,"Mid-American",80,27,104,33.8,5.3,8,7,1,257.94,122,131.5
"2020Louisiana Tech",2020,"Louisiana Tech",-7,"Conference USA",91,24.4,90,31.4,2.8,10,5,5,467.46,75,162.08
"2020Hawai'i",2020,"Hawai'i",-7.1,"Mountain West",71,28.2,111,35.2,4.1,9,5,4,393.56,127,124.35
"2020Kent State",2020,"Kent State",-7.5,"Mid-American",61,29.1,116,36.4,3,4,3,1,270.29,108,141.52
"2020Southern Miss",2020,"Southern Miss",-7.9,"Conference USA",96,24.2,93,32.1,3.5,10,3,7,401.05,76,161.52
"2020North Texas",2020,"North Texas",-8,"Conference USA",62,28.9,118,36.7,4.2,10,4,6,415.68,68,164.56
"2020Rice",2020,"Rice",-9.2,"Conference USA",124,17.3,55,26.5,2.6,5,2,3,358.95,93,147.7
"2020Navy",2020,"Navy",-9.3,"American Athletic",83,26.2,112,35.4,4.7,10,3,7,266.19,126,128.76
"2020UTSA",2020,"UTSA",-9.6,"Conference USA",101,23.8,101,33.7,6.3,12,7,5,458.03,105,142.53
"2020Syracuse",2020,"Syracuse",-9.8,"ACC",114,20.2,82,30.3,1.4,11,1,10,578.28,59,175.88
"2020Temple",2020,"Temple",-10,"American Athletic",104,23.3,96,33,1,7,1,6,482.14,97,145.3
"2020Rutgers",2020,"Rutgers",-10.5,"Big Ten",112,20.8,91,31.5,2,9,3,6,588.56,64,170.14
"2020Florida International",2020,"Florida International",-10.7,"Conference USA",109,21.6,95,32.4,0.9,5,0,5,480.5,74,162.27
"2020East Carolina",2020,"East Carolina",-11,"American Athletic",84,26,121,37.1,3.9,9,3,6,528.47,70,163.06
"2020South Alabama",2020,"South Alabama",-11.3,"Sun Belt",106,22.5,101,33.7,3.9,11,4,7,265.69,109,140.54
"2020South Florida",2020,"South Florida",-11.4,"American Athletic",120,18.2,75,29.5,1.8,9,1,8,538.18,101,142.97
"2020Middle Tennessee",2020,"Middle Tennessee",-11.7,"Conference USA",93,24.3,113,35.8,3.5,9,3,6,405.4,90,150.6
"2020Eastern Michigan",2020,"Eastern Michigan",-12.2,"Mid-American",69,28.3,127,40.5,2.5,6,2,4,246.82,115,136.77
"2020Miami (OH)",2020,"Miami (OH)",-12.9,"Mid-American",113,20.7,100,33.6,1.3,3,2,1,259.14,89,150.61
"2020Texas State",2020,"Texas State",-13.4,"Sun Belt",102,23.5,119,36.9,2.1,12,2,10,382.6,99,145.19
"2020New Mexico",2020,"New Mexico",-15,"Mountain West",91,24.4,124,39.3,2.3,7,2,5,340.16,106,142.34
"2020Kansas",2020,"Kansas",-16.3,"Big 12",118,18.5,107,34.5,0.3,9,0,9,546.08,57,178.97
"2020Utah State",2020,"Utah State",-16.7,"Mountain West",114,20.2,120,37,1,6,1,5,400.78,117,134.5
"2020Vanderbilt",2020,"Vanderbilt",-16.8,"SEC",122,17.7,105,34.1,1.1,9,0,9,607.68,52,182.21
"2020Northern Illinois",2020,"Northern Illinois",-18.4,"Mid-American",126,16,107,34.5,0.7,6,0,6,262.67,91,149.69
"2020UL Monroe",2020,"UL Monroe",-18.4,"Sun Belt",109,21.6,125,39.6,0.1,10,0,10,286.74,120,132.3
"2020UTEP",2020,"UTEP",-18.6,"Conference USA",121,17.9,115,36.2,4,8,3,5,297.36,131,114.47
"2020UNLV",2020,"UNLV",-19.7,"Mountain West",108,22,128,41.5,0.6,6,0,6,447.31,77,160.84
"2020Akron",2020,"Akron",-23.7,"Mid-American",130,11.4,110,35.1,1.8,6,1,5,232.81,125,129.48
"2020Bowling Green",2020,"Bowling Green",-26.2,"Mid-American",128,12.8,123,39,0,5,0,5,215.06,85,154.4
"2020Massachusetts",2020,"Massachusetts",-31.3,"FBS Independents",125,16.7,130,47.8,0,4,0,4,246.83,100,145.02
"2020New Mexico State",2020,"New Mexico State",-31.5,"FBS Independents",129,12.2,129,43.8,0,2,1,1,143.36,132,108.54
"2021Georgia",2021,"Georgia",32,"SEC",2,41.4,1,10.3,13.9,15,14,1,1001.79,3,294.55
"2021Ohio State",2021,"Ohio State",29.3,"Big Ten",1,47.2,20,20.6,9.9,13,11,2,985.09,2,309.49
"2021Alabama",2021,"Alabama",26,"SEC",4,40.9,9,15.6,11,15,13,2,1004.04,1,327.91
"2021Michigan",2021,"Michigan",23.4,"Big Ten",19,36.5,10,15.8,11.7,14,12,2,832.6,10,268.77
"2021Cincinnati",2021,"Cincinnati",21.2,"American Athletic",13,37.5,11,15.9,10.9,14,13,1,626.54,42,190.66
"2021Texas A&M",2021,"Texas A&M",21.1,"SEC",35,33.6,7,14.9,9,12,8,4,888.35,7,285.35
"2021Wisconsin",2021,"Wisconsin",20.1,"Big Ten",58,29.8,2,10.8,9,13,9,4,750.89,15,240.8
"2021Clemson",2021,"Clemson",18.7,"ACC",71,28.3,3,11.6,8.7,13,10,3,935.08,5,291.2
"2021Pittsburgh",2021,"Pittsburgh",17.6,"ACC",9,38.2,29,21.4,10.6,14,11,3,668.67,26,210.45
"2021Tennessee",2021,"Tennessee",17.5,"SEC",7,39.4,47,23.8,8.1,13,7,6,780.83,16,240.4
"2021Notre Dame",2021,"Notre Dame",17.4,"FBS Independents",20,36.2,15,18.9,9.8,13,11,2,853.1,9,269.15
"2021Oklahoma State",2021,"Oklahoma State",17.2,"Big 12",53,30.6,4,14.3,11.1,14,12,2,613.69,39,196.26
"2021Oklahoma",2021,"Oklahoma",16.8,"Big 12",3,41.1,57,25.6,8.4,13,11,2,895.38,11,267.92
"2021NC State",2021,"NC State",16.1,"ACC",39,33.1,14,17.7,8,12,9,3,700.36,34,202.42
"2021Baylor",2021,"Baylor",15.6,"Big 12",39,33.1,12,17.1,10.2,14,12,2,660.65,44,190.18
"2021Utah",2021,"Utah",15.2,"Pac-12",14,37.2,21,20.7,10.2,14,10,4,707.72,33,203.23
"2021Ole Miss",2021,"Ole Miss",14.8,"SEC",17,36.8,36,22.4,9,13,10,3,732.02,18,234.56
"2021Minnesota",2021,"Minnesota",14.4,"Big Ten",63,29.3,8,15.4,10.1,13,9,4,653.25,37,199.4
"2021Iowa State",2021,"Iowa State",14.3,"Big 12",34,33.8,19,20.2,8.3,13,7,6,613.6,59,175.58
"2021Penn State",2021,"Penn State",14.3,"Big Ten",72,28,6,14.6,7.1,13,7,6,820.72,21,216.43
"2021Kansas State",2021,"Kansas State",14.2,"Big 12",36,33.5,16,19,7.4,13,8,5,569.65,56,176.98
"2021Arkansas",2021,"Arkansas",13.8,"SEC",31,34.3,27,21.3,9.2,13,9,4,722.84,24,213.19
"2021Kentucky",2021,"Kentucky",13.4,"SEC",21,35.1,35,22.3,8.5,13,10,3,709.07,32,205.02
"2021Western Kentucky",2021,"Western Kentucky",13.3,"Conference USA",5,40.5,90,28.8,8.2,14,9,5,524.97,136,49.62
"2021Arizona State",2021,"Arizona State",11.8,"Pac-12",36,33.5,24,20.9,9.2,13,8,5,734.45,48,185.98
"2021Iowa",2021,"Iowa",11.4,"Big Ten",93,23.6,5,14.4,7,14,10,4,657.39,23,213.89
"2021Michigan State",2021,"Michigan State",11.2,"Big Ten",31,34.3,30,21.7,9.2,13,11,2,677.07,43,190.6
"2021Auburn",2021,"Auburn",11,"SEC",56,30.2,17,19.8,6.3,13,6,7,840.38,30,205.63
"2021Florida",2021,"Florida",11,"SEC",22,35,39,23.2,8.3,13,6,7,885.67,13,261.62
"2021Houston",2021,"Houston",10.9,"American Athletic",51,31.5,18,20,10.8,14,12,2,571.21,81,153.47
"2021Fresno State",2021,"Fresno State",10.8,"Mountain West",27,34.7,49,24.2,8.3,13,10,3,483.77,74,159.11
"2021Miami",2021,"Miami",10.8,"ACC",25,34.8,51,25,7,12,7,5,841.45,12,263.12
"2021Mississippi State",2021,"Mississippi State",10.5,"SEC",28,34.6,33,22,6.1,13,7,6,716.17,25,210.6
"2021Nebraska",2021,"Nebraska",10.3,"Big Ten",33,34.1,27,21.3,7.6,12,3,9,743.7,20,216.5
"2021App State",2021,"App State",10.3,"Sun Belt",49,32,41,23.5,11.3,14,10,4,450.04,69,161.14
"2021Purdue",2021,"Purdue",10.3,"Big Ten",44,32.6,25,21.1,6.2,13,9,4,644.23,72,159.72
"2021Oregon",2021,"Oregon",10.2,"Pac-12",22,35,60,26,9.8,14,10,4,885.75,6,287.38
"2021Wake Forest",2021,"Wake Forest",10.1,"ACC",10,38,92,29.2,8.3,14,11,3,589.19,66,165.75
"2021Texas Tech",2021,"Texas Tech",9.8,"Big 12",28,34.6,69,27.1,7,13,7,6,607.1,64,167.13
"2021Boise State",2021,"Boise State",9.4,"Mountain West",69,28.4,23,20.8,6.6,12,7,5,557.69,70,161.13
"2021UCLA",2021,"UCLA",9.4,"Pac-12",12,37.7,76,27.8,8.8,12,8,4,746.02,29,206.5
"2021Oregon State",2021,"Oregon State",8.9,"Pac-12",16,36.9,87,28.5,8.7,13,7,6,640.66,108,131.45
"2021BYU",2021,"BYU",8.9,"FBS Independents",14,37.2,78,27.9,8.3,13,10,3,443.13,71,159.77
"2021SMU",2021,"SMU",8.9,"American Athletic",18,36.7,69,27.1,6.9,12,8,4,576.03,53,181.61
"2021Louisiana",2021,"Louisiana",8.7,"Sun Belt",54,30.3,26,21.2,9,14,13,1,435.63,79,154.78
"2021Texas",2021,"Texas",8.5,"Big 12",28,34.6,85,28.4,5.6,12,5,7,874.19,17,237.09
"2021San Diego State",2021,"San Diego State",8.3,"Mountain West",92,23.7,12,17.1,10.4,14,12,2,441.63,62,169.98
"2021Marshall",2021,"Marshall",8,"Conference USA",43,32.8,41,23.5,7.4,13,7,6,456.97,125,101.55
"2021Louisville",2021,"Louisville",7.8,"ACC",24,34.9,64,26.6,8.8,13,6,7,607.77,38,198.01
"2021Florida State",2021,"Florida State",7.6,"ACC",58,29.8,37,23,6,12,5,7,769.76,22,214.97
"2021Air Force",2021,"Air Force",7.4,"Mountain West",57,30,33,22,10.1,13,10,3,30.32,90,144.16
"2021Virginia",2021,"Virginia",7.2,"ACC",8,39.3,100,31.5,4.6,12,6,6,619.61,31,205.33
"2021Toledo",2021,"Toledo",6.9,"Mid-American",65,29,21,20.7,8,13,7,6,465.4,67,163.18
"2021Washington State",2021,"Washington State",6.7,"Pac-12",49,32,60,26,5.6,13,7,6,601.16,60,172.58
"2021UTSA",2021,"UTSA",6.5,"Conference USA",42,33,76,27.8,9.2,14,12,2,508.77,78,154.8
"2021North Carolina",2021,"North Carolina",6.4,"ACC",11,37.8,101,31.7,5.8,13,6,7,798.29,14,253.91
"2021Maryland",2021,"Maryland",6.2,"Big Ten",25,34.8,74,27.4,6.1,13,7,6,705.79,19,230.29
"2021Tulsa",2021,"Tulsa",5.8,"American Athletic",67,28.7,48,24,8,13,7,6,470.49,126,97.89
"2021UCF",2021,"UCF",4.8,"American Athletic",60,29.6,40,23.4,7.3,13,9,4,639.06,55,177.69
"2021Army",2021,"Army",4.7,"FBS Independents",66,28.8,41,23.5,10,13,9,4,111.53,109,131.27
"2021Illinois",2021,"Illinois",4.3,"Big Ten",98,23.2,32,21.8,6.1,12,5,7,630.16,73,159.12
"2021LSU",2021,"LSU",4.1,"SEC",72,28,57,25.6,7.2,13,6,7,903.72,4,291.37
"2021South Carolina",2021,"South Carolina",3.9,"SEC",86,26,49,24.2,6.9,13,7,6,747.88,76,157.05
"2021Nevada",2021,"Nevada",3.6,"Mountain West",54,30.3,68,26.9,6.5,13,8,5,421.64,86,146.32
"2021California",2021,"California",3.4,"Pac-12",77,27.5,51,25,6.1,12,5,7,662.11,28,209.2
"2021Missouri",2021,"Missouri",3.1,"SEC",52,31.1,97,29.9,4.1,13,6,7,647.74,27,210.28
"2021Virginia Tech",2021,"Virginia Tech",2.4,"ACC",85,26.7,54,25.2,6.9,13,6,7,663.78,45,189.84
"2021Georgia State",2021,"Georgia State",1.8,"Sun Belt",77,27.5,65,26.7,8.5,13,8,5,413.91,102,134.55
"2021West Virginia",2021,"West Virginia",1.8,"Big 12",75,27.7,51,25,6,13,6,7,611.29,40,195.07
"2021Miami (OH)",2021,"Miami (OH)",1.5,"Mid-American",63,29.3,67,26.8,8.3,13,7,6,378.03,88,146.03
"2021Memphis",2021,"Memphis",1,"American Athletic",60,29.6,78,27.9,6.4,12,6,6,572.13,46,187.31
"2021Boston College",2021,"Boston College",0.9,"ACC",83,27,63,26.5,6.4,12,6,6,636.46,36,201.66
"2021Wyoming",2021,"Wyoming",0.6,"Mountain West",86,26,41,23.5,7.6,13,7,6,326.65,110,130.41
"2021Western Michigan",2021,"Western Michigan",0.6,"Mid-American",39,33.1,91,29,9.4,13,8,5,396.47,97,139.11
"2021East Carolina",2021,"East Carolina",0.5,"American Athletic",79,27.4,83,28.3,5.7,12,7,5,516.06,96,139.28
"2021Syracuse",2021,"Syracuse",0.3,"ACC",81,27.1,54,25.2,6.6,12,5,7,567.19,57,176.5
"2021Utah State",2021,"Utah State",0.1,"Mountain West",69,28.4,78,27.9,8.7,14,11,3,394.37,135,55.32
"2021TCU",2021,"TCU",-0.6,"Big 12",38,33.2,109,33.9,5.8,12,5,7,698.52,61,171.83
"2021USC",2021,"USC",-0.6,"Pac-12",45,32.3,106,33.4,4.4,12,4,8,874.5,8,280.72
"2021Washington",2021,"Washington",-0.7,"Pac-12",101,22.8,45,23.6,4.5,12,4,8,789.51,35,201.78
"2021Central Michigan",2021,"Central Michigan",-1,"Mid-American",68,28.5,93,29.3,8.3,13,9,4,268.89,87,146.12
"2021San José State",2021,"San José State",-1.9,"Mountain West",102,22.6,54,25.2,5.3,12,5,7,410.81,120,112.81
"2021Hawai'i",2021,"Hawai'i",-2.3,"Mountain West",81,27.1,98,30.1,6.3,13,6,7,397.43,127,90.15
"2021Colorado State",2021,"Colorado State",-2.4,"Mountain West",97,23.3,59,25.9,6.1,12,3,9,443.16,89,144.67
"2021Rutgers",2021,"Rutgers",-3,"Big Ten",109,20.8,46,23.7,4.1,13,5,8,573.14,41,191.67
"2021Tulane",2021,"Tulane",-3.9,"American Athletic",74,27.9,99,30.4,4.3,12,2,10,463.02,77,156.56
"2021Middle Tennessee",2021,"Middle Tennessee",-4,"Conference USA",90,24,69,27.1,6.1,13,7,6,494.02,123,107.22
"2021UTEP",2021,"UTEP",-4.2,"Conference USA",91,23.9,83,28.3,8.2,13,7,6,318.65,134,60.62
"2021Florida Atlantic",2021,"Florida Atlantic",-5.2,"Conference USA",99,23.1,85,28.4,6.4,12,5,7,553.28,82,153.21
"2021Kent State",2021,"Kent State",-6.4,"Mid-American",45,32.3,120,36.9,6.7,14,7,7,357.85,118,119.36
"2021Troy",2021,"Troy",-6.5,"Sun Belt",114,20.1,65,26.7,4.9,12,5,7,448.77,104,133.65
"2021North Texas",2021,"North Texas",-6.5,"Conference USA",99,23.1,87,28.5,6.8,13,6,7,496.31,80,153.89
"2021Georgia Tech",2021,"Georgia Tech",-6.7,"ACC",83,27,103,32.4,3.1,12,3,9,707.35,47,186.82
"2021Northern Illinois",2021,"Northern Illinois",-7.1,"Mid-American",62,29.4,116,36.1,8.7,14,9,5,354.21,91,142.59
"2021South Alabama",2021,"South Alabama",-7.2,"Sun Belt",106,21.4,81,28,6.7,12,5,7,415.07,122,107.68
"2021Old Dominion",2021,"Old Dominion",-7.4,"Conference USA",107,21.2,81,28,6.9,13,6,7,409.31,100,135.74
"2021Indiana",2021,"Indiana",-7.8,"Big Ten",112,20.4,72,27.3,2.9,12,2,10,664.25,54,177.78
"2021Eastern Michigan",2021,"Eastern Michigan",-7.8,"Mid-American",80,27.2,122,37.2,4.5,13,7,6,340.6,112,128.54
"2021Navy",2021,"Navy",-8.5,"American Athletic",115,20,75,27.7,7,12,4,8,127.63,107,131.51
"2021Buffalo",2021,"Buffalo",-9.5,"Mid-American",89,24.6,105,33.1,4.4,12,4,8,267.09,98,137.78
"2021Colorado",2021,"Colorado",-10,"Pac-12",120,18.8,94,29.6,3.2,12,4,8,640.85,65,167.11
"2021Stanford",2021,"Stanford",-10.2,"Pac-12",104,22.2,107,33.6,2.8,12,3,9,745.3,51,183.58
"2021Northwestern",2021,"Northwestern",-11.1,"Big Ten",118,19.4,72,27.3,3.4,12,3,9,648.79,50,184.3
"2021Ball State",2021,"Ball State",-11.2,"Mid-American",105,21.6,108,33.7,4.2,13,6,7,338.31,95,140.07
"2021Louisiana Tech",2021,"Louisiana Tech",-11.6,"Conference USA",93,23.6,112,34.4,4.1,12,3,9,520.48,121,108.45
"2021Ohio",2021,"Ohio",-11.6,"Mid-American",88,25.1,114,35.2,3.9,12,3,9,332.25,99,137.6
"2021South Florida",2021,"South Florida",-12.1,"American Athletic",95,23.5,117,36.2,3.3,12,2,10,540.51,63,167.63
"2021Bowling Green",2021,"Bowling Green",-12.4,"Mid-American",125,17.1,95,29.8,3,12,4,8,380.74,103,133.73
"2021Arizona",2021,"Arizona",-12.6,"Pac-12",119,19.2,102,32.3,1.9,12,1,11,567.61,75,157.25
"2021Duke",2021,"Duke",-13.5,"ACC",96,23.4,118,36.3,4.1,12,3,9,605.57,58,176.16
"2021Charlotte",2021,"Charlotte",-13.7,"Conference USA",76,27.6,127,41.2,3.2,12,5,7,462.67,101,134.83
"2021UNLV",2021,"UNLV",-13.8,"Mountain West",116,19.9,104,33,3.1,12,2,10,392.44,68,161.89
"2021Southern Miss",2021,"Southern Miss",-14.2,"Conference USA",128,15,89,28.6,4.3,12,3,9,465.94,124,104.36
"2021Georgia Southern",2021,"Georgia Southern",-15.3,"Sun Belt",121,18.4,110,34,4.6,12,3,9,383.76,92,141.76
"2021Texas State",2021,"Texas State",-16,"Sun Belt",110,20.7,120,36.9,2.4,12,4,8,428.48,183,9.46
"2021Arkansas State",2021,"Arkansas State",-17.9,"Sun Belt",108,21,124,40,2.9,12,2,10,475.74,106,132.61
"2021New Mexico",2021,"New Mexico",-18.6,"Mountain West",130,11.6,95,29.8,3.3,12,3,9,360.77,94,140.75
"2021Temple",2021,"Temple",-19.1,"American Athletic",123,17.5,111,34.1,2.1,12,3,9,501.4,105,132.83
"2021Vanderbilt",2021,"Vanderbilt",-19.4,"SEC",124,17.4,115,35.6,0.9,12,2,10,609.82,49,184.46
"2021Kansas",2021,"Kansas",-19.7,"Big 12",103,22.3,126,40.6,1.7,12,2,10,548.1,52,183.13
"2021UL Monroe",2021,"UL Monroe",-20.3,"Sun Belt",127,15.6,113,35.1,3.6,12,4,8,312.31,113,127.64
"2021Florida International",2021,"Florida International",-21.6,"Conference USA",116,19.9,125,40.2,1.2,12,1,11,520.69,83,152.13
"2021Rice",2021,"Rice",-22.9,"Conference USA",122,18.2,123,38.3,4.9,12,4,8,419.65,93,141.39
"2021Akron",2021,"Akron",-23.1,"Mid-American",113,20.3,128,41.7,2.9,12,2,10,330.97,119,113.25
"2021New Mexico State",2021,"New Mexico State",-24.2,"FBS Independents",111,20.6,129,43.7,2.1,12,2,10,117.43,114,126.9
"2021UConn",2021,"UConn",-25.6,"FBS Independents",129,12.7,119,36.8,1.5,12,1,11,331.9,115,125.11
"2021Massachusetts",2021,"Massachusetts",-29.3,"FBS Independents",126,16.1,130,43.9,1.3,12,1,11,227.21,117,121.74
"2022Georgia",2022,"Georgia",35.3,"SEC",26,37.2,1,3.7,14.4,15,15,0,989.76,3,318.34
"2022Michigan",2022,"Michigan",32,"Big Ten",21,38,4,7.6,12.6,14,13,1,847.24,9,262.13
"2022Ohio State",2022,"Ohio State",31.1,"Big Ten",4,45.1,15,15.7,9.8,13,11,2,983.14,4,300.95
"2022Alabama",2022,"Alabama",30.3,"SEC",8,42.9,12,14.2,10.5,13,11,2,1016.79,2,322.25
"2022Tennessee",2022,"Tennessee",25.2,"SEC",1,47.3,40,22.6,9.7,13,11,2,764.8,18,232.77
"2022TCU",2022,"TCU",24.3,"Big 12",6,43.3,31,20.2,10.3,15,13,2,712.05,45,194.07
"2022Texas",2022,"Texas",23.1,"Big 12",20,38.1,14,15.6,9.8,13,8,5,887.45,5,289.04
"2022Penn State",2022,"Penn State",22.4,"Big Ten",28,36.6,11,13.9,10.5,13,11,2,830.44,6,278.66
"2022Kansas State",2022,"Kansas State",21.4,"Big 12",29,36.4,15,15.7,10.1,14,10,4,584.68,63,173.32
"2022Utah",2022,"Utah",19.2,"Pac-12",25,37.3,21,17.3,9.6,14,10,4,705.12,34,209.71
"2022Oregon",2022,"Oregon",18.9,"Pac-12",5,44.9,65,26.5,10.5,13,10,3,877.93,13,243.37
"2022USC",2022,"USC",18.9,"Pac-12",2,46.6,63,26.3,9.8,14,11,3,860.12,70,165.48
"2022Clemson",2022,"Clemson",17.6,"ACC",33,34.9,26,18.5,11,14,11,3,943,10,260.87
"2022Ole Miss",2022,"Ole Miss",16.2,"SEC",17,38.8,44,23.7,9.3,13,8,5,757.39,23,222.38
"2022LSU",2022,"LSU",16.2,"SEC",37,34.2,23,17.6,8.9,14,10,4,872.61,12,245.76
"2022Minnesota",2022,"Minnesota",16,"Big Ten",90,23.5,5,8.6,9.7,13,9,4,649.43,49,189.38
"2022Illinois",2022,"Illinois",15.9,"Big Ten",98,20.6,3,5.5,10.2,13,8,5,631.46,46,192.59
"2022Washington",2022,"Washington",15.7,"Pac-12",12,41.2,57,25.5,8.2,13,11,2,761.72,96,129.55
"2022Oklahoma",2022,"Oklahoma",15.4,"Big 12",13,40.8,65,26.5,7.3,13,6,7,870.34,8,266.73
"2022Mississippi State",2022,"Mississippi State",15.4,"SEC",32,35.1,30,19.9,6.9,13,9,4,725.55,27,219.45
"2022UCLA",2022,"UCLA",15,"Pac-12",3,45.7,83,30.1,9.8,13,9,4,733.3,61,175.37
"2022Oregon State",2022,"Oregon State",14.3,"Pac-12",41,33.3,24,17.7,11.2,13,10,3,635.88,56,181.41
"2022Florida State",2022,"Florida State",13.2,"ACC",34,34.8,34,20.4,9.5,13,10,3,780.76,20,229.46
"2022Cincinnati",2022,"Cincinnati",13.1,"American Athletic",62,27.6,17,16.1,7.5,13,9,4,650.89,42,197.75
"2022Kentucky",2022,"Kentucky",13,"SEC",91,23.2,6,9.9,7.2,13,7,6,737.33,14,240.16
"2022Iowa",2022,"Iowa",12.7,"Big Ten",117,16,2,5.1,6.9,13,8,5,681.98,30,215.05
"2022South Carolina",2022,"South Carolina",12.7,"SEC",31,36,52,25.2,6.8,13,8,5,762.63,25,220.16
"2022Tulane",2022,"Tulane",12.4,"American Athletic",47,32,29,19.7,10.1,14,12,2,521.86,74,160.73
"2022Arkansas",2022,"Arkansas",12,"SEC",19,38.3,63,26.3,8.5,13,7,6,741.06,28,217.69
"2022Baylor",2022,"Baylor",11.7,"Big 12",22,37.6,61,26.1,7.4,13,6,7,666.05,37,208.03
"2022Oklahoma State",2022,"Oklahoma State",11.3,"Big 12",22,37.6,68,27.9,5.5,13,7,6,670.53,29,217.39
